cliente_id,razao_social,cnpj,porte,municipio,gestor_id,gestor,vertical,status,qtd_planos_concluidos,qtd_planos_inconsistentes,planos_concluidos,planos_inconsistentes,pj_distinto_oficial,elegivel_azul,respondeu,aumento_faturamento_pct
181,Transportes Central e Cia,10000181000167,ME,SOROCABA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
182,Industria Silva e Cia,10000182000174,EPP,BAURU,6,Fabio Nunes,Consultoria Especializada,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,1,40.37
183,Construtora Norte EIRELI,10000183000181,MEI,SAO CARLOS,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
184,Construtora Oeste Ltda,10000184000188,EPP,SAO JOSE DO RIO PRETO,9,Iara Costa,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
185,Transportes Souza Ltda,10000185000195,MEI,ARACATUBA,10,Joao Pedro,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,0,
186,Tecnologia Litoral ME,10000186000102,ME,BAURU,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
187,Tecnologia Central Ltda,10000187000109,MEI,SAO CARLOS,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
188,Papelaria Oeste ME,10000188000116,MEI,FRANCA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,43.26
189,Confeccoes Silva e Cia,10000189000123,EPP,SAO JOSE DO RIO PRETO,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
190,Papelaria Litoral S.A.,10000190000130,EPP,PRESIDENTE PRUDENTE,2,Bruno Lima,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,0,
191,Servicos Norte ME,10000191000137,MEI,SAO CARLOS,10,Joao Pedro,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,0,
192,Industria Litoral Ltda,10000192000144,EPP,SOROCABA,9,Iara Costa,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
193,Confeccoes Central Ltda,10000193000151,ME,SOROCABA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,6.25
194,Distribuidora Oeste ME,10000194000158,ME,PRESIDENTE PRUDENTE,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,41.65
195,Industria Norte ME,10000195000165,ME,RIBEIRAO PRETO,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
196,Industria Oeste S.A.,10000196000172,MEDIA,PRESIDENTE PRUDENTE,9,Iara Costa,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,1,41.26
197,Distribuidora Central Ltda,10000197000179,MEI,SOROCABA,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
198,Tecnologia Norte ME,10000198000186,MEI,FRANCA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
199,Confeccoes Norte Ltda,10000199000193,ME,RIBEIRAO PRETO,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
200,Papelaria Central ME,10000200000100,MEI,SAO JOSE DO RIO PRETO,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,23.57
201,Comercial Norte e Cia,10000201000107,MEI,SAO JOSE DO RIO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
202,Distribuidora Litoral S.A.,10000202000114,EPP,CAMPINAS,8,Hugo Ramos,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
203,Distribuidora Souza Ltda,10000203000121,EPP,RIBEIRAO PRETO,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,1.81
204,Distribuidora Silva EIRELI,10000204000128,EPP,CAMPINAS,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,53.12
205,Construtora Oeste e Cia,10000205000135,MEI,SOROCABA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,33.14
206,Tecnologia Litoral Ltda,10000206000142,EPP,PRESIDENTE PRUDENTE,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
207,Confeccoes Silva ME,10000207000149,MEI,PRESIDENTE PRUDENTE,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,4.81
208,Alimentos Silva ME,10000208000156,ME,SAO JOSE DO RIO PRETO,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,24.24
209,Comercial Central ME,10000209000163,MEI,ARACATUBA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,38.75
210,Distribuidora Litoral EIRELI,10000210000170,ME,BAURU,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,1,31.46
211,Comercial Oeste EIRELI,10000211000177,MEDIA,FRANCA,1,Ana Souza,Comercio e Servicos,Sem atendimento,0,0,,,0,0,0,
212,Distribuidora Norte EIRELI,10000212000184,ME,SAO CARLOS,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,-3.39
213,Alimentos Souza e Cia,10000213000191,MEI,CAMPINAS,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,17.13
214,Industria Norte ME,10000214000198,ME,SOROCABA,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
215,Industria Silva ME,10000215000105,ME,MARILIA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,1,-3.79
216,Comercial Souza ME,10000216000112,MEI,FRANCA,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
217,Transportes Silva Ltda,10000217000119,ME,SOROCABA,14,Nicolas Vieira,Sustentabilidade,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,54.53
218,Transportes Norte Ltda,10000218000126,ME,SAO JOSE DO RIO PRETO,12,Lucas Barros,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,46.98
219,Transportes Oeste S.A.,10000219000133,ME,CAMPINAS,2,Bruno Lima,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,0,
220,Construtora Central S.A.,10000220000140,ME,SAO CARLOS,2,Bruno Lima,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
221,Distribuidora Silva ME,10000221000147,ME,MARILIA,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
222,Confeccoes Norte e Cia,10000222000154,ME,CAMPINAS,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
223,Papelaria Norte ME,10000223000161,ME,SOROCABA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,13.93
224,Distribuidora Litoral Ltda,10000224000168,EPP,FRANCA,14,Nicolas Vieira,Sustentabilidade,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
225,Tecnologia Central EIRELI,10000225000175,MEI,SAO CARLOS,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
226,Tecnologia Central Ltda,10000226000182,MEI,BAURU,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
227,Alimentos Souza S.A.,10000227000189,MEI,CAMPINAS,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,39.22
228,Distribuidora Central Ltda,10000228000196,ME,SAO JOSE DO RIO PRETO,3,Carla Dias,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,0,
229,Transportes Silva e Cia,10000229000103,MEDIA,MARILIA,5,Elisa Rocha,Empreendedorismo Cultural,Sem atendimento,0,0,,,0,0,0,
230,Distribuidora Central ME,10000230000110,EPP,MARILIA,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
231,Comercial Oeste e Cia,10000231000117,MEI,RIBEIRAO PRETO,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
232,Industria Litoral S.A.,10000232000124,MEI,BAURU,7,Giovana Melo,Sustentabilidade,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
233,Transportes Oeste Ltda,10000233000131,ME,SAO JOSE DO RIO PRETO,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
234,Tecnologia Norte e Cia,10000234000138,ME,MARILIA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,43.68
235,Papelaria Litoral ME,10000235000145,MEI,SOROCABA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
236,Alimentos Oeste Ltda,10000236000152,MEI,SAO CARLOS,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
237,Distribuidora Souza Ltda,10000237000159,MEI,PRESIDENTE PRUDENTE,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,31.82
238,Tecnologia Central S.A.,10000238000166,MEI,CAMPINAS,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,27.61
239,Alimentos Norte e Cia,10000239000173,MEI,CAMPINAS,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,0,
240,Industria Norte Ltda,10000240000180,ME,RIBEIRAO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
241,Tecnologia Central e Cia,10000241000187,MEI,ARACATUBA,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
242,Transportes Silva ME,10000242000194,MEI,MARILIA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,20.3
243,Transportes Litoral ME,10000243000101,MEI,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,28.05
244,Comercial Souza ME,10000244000108,EPP,SAO JOSE DO RIO PRETO,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,43.62
245,Confeccoes Oeste ME,10000245000115,MEI,SAO CARLOS,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
246,Industria Souza S.A.,10000246000122,ME,PRESIDENTE PRUDENTE,14,Nicolas Vieira,Sustentabilidade,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,19.14
247,Distribuidora Central Ltda,10000247000129,MEI,CAMPINAS,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,37.58
248,Alimentos Norte S.A.,10000248000136,ME,SAO JOSE DO RIO PRETO,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
249,Confeccoes Silva S.A.,10000249000143,MEI,SAO JOSE DO RIO PRETO,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
250,Papelaria Central ME,10000250000150,MEI,ARACATUBA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
251,Servicos Central e Cia,10000251000157,MEI,CAMPINAS,4,Diego Alves,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,0,
252,Confeccoes Litoral ME,10000252000164,MEI,SAO JOSE DO RIO PRETO,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
253,Distribuidora Norte Ltda,10000253000171,ME,RIBEIRAO PRETO,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
254,Alimentos Litoral EIRELI,10000254000178,MEI,SAO JOSE DO RIO PRETO,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
255,Servicos Souza e Cia,10000255000185,MEI,BAURU,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
256,Industria Litoral S.A.,10000256000192,ME,BAURU,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,1,1.26
257,Papelaria Litoral e Cia,10000257000199,MEI,SOROCABA,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
258,Industria Central Ltda,10000258000106,ME,RIBEIRAO PRETO,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
259,Confeccoes Norte Ltda,10000259000113,MEI,FRANCA,10,Joao Pedro,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,0,
260,Construtora Central Ltda,10000260000120,MEI,ARACATUBA,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
261,Distribuidora Litoral Ltda,10000261000127,ME,ARACATUBA,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,1,-3.02
262,Construtora Norte e Cia,10000262000134,MEDIA,CAMPINAS,13,Mariana Teles,Consultoria Especializada,Sem atendimento,0,0,,,0,0,0,
263,Construtora Norte EIRELI,10000263000141,MEI,PRESIDENTE PRUDENTE,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
264,Comercial Central Ltda,10000264000148,EPP,MARILIA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
265,Distribuidora Norte EIRELI,10000265000155,MEI,FRANCA,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
266,Construtora Norte e Cia,10000266000162,ME,CAMPINAS,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
267,Confeccoes Central S.A.,10000267000169,ME,SAO CARLOS,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
268,Alimentos Silva ME,10000268000176,MEI,MARILIA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,63.75
269,Confeccoes Oeste e Cia,10000269000183,EPP,SOROCABA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,0,
270,Papelaria Litoral EIRELI,10000270000190,EPP,SOROCABA,3,Carla Dias,Turismo e Agronegocio,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,0,
271,Industria Norte Ltda,10000271000197,MEI,FRANCA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,4.1
272,Industria Litoral e Cia,10000272000104,MEI,BAURU,11,Karina Reis,Atendimento ao Cliente,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
273,Transportes Oeste Ltda,10000273000111,MEI,MARILIA,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
274,Alimentos Central EIRELI,10000274000118,MEI,FRANCA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,1,15.38
275,Distribuidora Oeste Ltda,10000275000125,ME,MARILIA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
276,Alimentos Norte EIRELI,10000276000132,ME,SAO CARLOS,2,Bruno Lima,Tecnologia e Inovacao,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
277,Industria Litoral e Cia,10000277000139,EPP,SAO CARLOS,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
278,Comercial Central ME,10000278000146,ME,RIBEIRAO PRETO,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
279,Papelaria Oeste S.A.,10000279000153,MEI,SAO CARLOS,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
280,Construtora Souza ME,10000280000160,ME,RIBEIRAO PRETO,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,6.84
281,Construtora Oeste S.A.,10000281000167,ME,RIBEIRAO PRETO,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,1,39.72
282,Servicos Norte EIRELI,10000282000174,EPP,PRESIDENTE PRUDENTE,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
283,Alimentos Norte Ltda,10000283000181,ME,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
284,Confeccoes Silva EIRELI,10000284000188,MEI,SAO CARLOS,4,Diego Alves,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,1,39.25
285,Tecnologia Silva EIRELI,10000285000195,EPP,FRANCA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
286,Comercial Central Ltda,10000286000102,MEI,BAURU,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,34.43
287,Tecnologia Silva ME,10000287000109,MEI,ARACATUBA,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
288,Alimentos Souza EIRELI,10000288000116,MEI,CAMPINAS,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,19.02
289,Industria Litoral S.A.,10000289000123,MEI,FRANCA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
290,Comercial Oeste EIRELI,10000290000130,EPP,CAMPINAS,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
291,Distribuidora Oeste EIRELI,10000291000137,MEI,ARACATUBA,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,23.39
292,Tecnologia Litoral e Cia,10000292000144,ME,RIBEIRAO PRETO,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
293,Papelaria Norte Ltda,10000293000151,ME,RIBEIRAO PRETO,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
294,Industria Oeste S.A.,10000294000158,MEI,SAO CARLOS,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,1,45.66
295,Papelaria Central EIRELI,10000295000165,ME,RIBEIRAO PRETO,8,Hugo Ramos,Comercio e Servicos,Sem atendimento,0,0,,,0,0,1,42.59
296,Distribuidora Norte e Cia,10000296000172,ME,SOROCABA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,30.82
297,Tecnologia Central Ltda,10000297000179,ME,RIBEIRAO PRETO,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,0,
298,Comercial Oeste Ltda,10000298000186,MEI,CAMPINAS,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
299,Papelaria Litoral ME,10000299000193,MEI,RIBEIRAO PRETO,4,Diego Alves,Atendimento ao Cliente,Concluinte,1,0,Plano B - Projetos Especiais,,1,1,1,21.89
300,Industria Litoral S.A.,10000300000100,MEDIA,FRANCA,11,Karina Reis,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,1,23.52
301,Industria Silva S.A.,10000301000107,MEI,FRANCA,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,1,33.62
302,Servicos Silva ME,10000302000114,EPP,CAMPINAS,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,60.23
303,Transportes Central ME,10000303000121,MEI,SOROCABA,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,4.0
304,Confeccoes Oeste Ltda,10000304000128,EPP,MARILIA,7,Giovana Melo,Sustentabilidade,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,-9.67
305,Distribuidora Oeste S.A.,10000305000135,EPP,PRESIDENTE PRUDENTE,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
306,Tecnologia Oeste EIRELI,10000306000142,ME,RIBEIRAO PRETO,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
307,Transportes Oeste Ltda,10000307000149,ME,MARILIA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
308,Papelaria Souza e Cia,10000308000156,MEI,PRESIDENTE PRUDENTE,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,1,49.31
309,Alimentos Litoral ME,10000309000163,MEI,RIBEIRAO PRETO,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
310,Industria Litoral S.A.,10000310000170,MEI,CAMPINAS,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
311,Papelaria Central ME,10000311000177,ME,FRANCA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,1,41.91
312,Distribuidora Litoral S.A.,10000312000184,MEI,FRANCA,2,Bruno Lima,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,20.83
313,Comercial Souza e Cia,10000313000191,ME,RIBEIRAO PRETO,6,Fabio Nunes,Consultoria Especializada,Participante,0,0,,,0,0,0,
314,Industria Silva EIRELI,10000314000198,ME,RIBEIRAO PRETO,2,Bruno Lima,Tecnologia e Inovacao,Sem atendimento,0,0,,,0,0,0,
315,Tecnologia Norte Ltda,10000315000105,ME,BAURU,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
316,Alimentos Oeste S.A.,10000316000112,ME,CAMPINAS,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
317,Transportes Oeste S.A.,10000317000119,MEI,SOROCABA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
318,Distribuidora Silva EIRELI,10000318000126,ME,PRESIDENTE PRUDENTE,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
319,Confeccoes Oeste S.A.,10000319000133,MEI,BAURU,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,1,4.84
320,Construtora Souza Ltda,10000320000140,MEI,SOROCABA,10,Joao Pedro,Turismo e Agronegocio,Participante,0,0,,,0,0,0,
321,Industria Litoral S.A.,10000321000147,GRANDE,ARACATUBA,15,Olivia Prado,Comercio e Servicos,Sem atendimento,0,0,,,0,0,0,
322,Alimentos Litoral Ltda,10000322000154,ME,SOROCABA,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
323,Industria Litoral EIRELI,10000323000161,ME,CAMPINAS,10,Joao Pedro,Turismo e Agronegocio,Sem atendimento,0,0,,,0,0,0,
324,Distribuidora Souza EIRELI,10000324000168,MEI,RIBEIRAO PRETO,8,Hugo Ramos,Comercio e Servicos,Participante,0,0,,,0,0,0,
325,Alimentos Norte e Cia,10000325000175,MEI,SOROCABA,1,Ana Souza,Comercio e Servicos,Participante,0,0,,,0,0,1,-9.13
326,Papelaria Silva Ltda,10000326000182,MEI,SOROCABA,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano C - Parcerias Corporativas,,1,1,0,
327,Transportes Central S.A.,10000327000189,EPP,ARACATUBA,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
328,Alimentos Litoral Ltda,10000328000196,MEI,ARACATUBA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
329,Industria Norte e Cia,10000329000103,MEI,BAURU,12,Lucas Barros,Empreendedorismo Cultural,Sem atendimento,0,0,,,0,0,0,
330,Tecnologia Norte Ltda,10000330000110,EPP,FRANCA,5,Elisa Rocha,Empreendedorismo Cultural,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,0,
331,Confeccoes Souza EIRELI,10000331000117,MEI,FRANCA,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
332,Alimentos Norte ME,10000332000124,EPP,SAO JOSE DO RIO PRETO,8,Hugo Ramos,Comercio e Servicos,Sem atendimento,0,0,,,0,0,0,
333,Transportes Oeste EIRELI,10000333000131,ME,ARACATUBA,7,Giovana Melo,Sustentabilidade,Participante,0,0,,,0,0,0,
334,Transportes Litoral EIRELI,10000334000138,ME,SAO JOSE DO RIO PRETO,3,Carla Dias,Turismo e Agronegocio,Participante,0,0,,,0,0,1,5.74
335,Industria Litoral e Cia,10000335000145,ME,ARACATUBA,5,Elisa Rocha,Empreendedorismo Cultural,Sem atendimento,0,0,,,0,0,1,30.97
336,Papelaria Silva Ltda,10000336000152,MEI,BAURU,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,1,9.97
337,Servicos Norte S.A.,10000337000159,ME,BAURU,9,Iara Costa,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
338,Transportes Oeste ME,10000338000166,ME,BAURU,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,0,
339,Confeccoes Central Ltda,10000339000173,ME,PRESIDENTE PRUDENTE,13,Mariana Teles,Consultoria Especializada,Participante,0,0,,,0,0,1,23.61
340,Tecnologia Central S.A.,10000340000180,MEI,MARILIA,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
341,Alimentos Litoral ME,10000341000187,ME,PRESIDENTE PRUDENTE,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
342,Tecnologia Souza ME,10000342000194,ME,MARILIA,12,Lucas Barros,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
343,Servicos Central Ltda,10000343000101,MEI,PRESIDENTE PRUDENTE,11,Karina Reis,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
344,Distribuidora Silva ME,10000344000108,EPP,RIBEIRAO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Participante,0,0,,,0,0,0,
345,Servicos Souza ME,10000345000115,EPP,FRANCA,14,Nicolas Vieira,Sustentabilidade,Participante,0,0,,,0,0,0,
346,Servicos Souza S.A.,10000346000122,GRANDE,SOROCABA,11,Karina Reis,Atendimento ao Cliente,Sem atendimento,0,0,,,0,0,0,
347,Confeccoes Central Ltda,10000347000129,MEI,PRESIDENTE PRUDENTE,16,Paulo Cezar,Tecnologia e Inovacao,Participante,0,0,,,0,0,1,8.9
348,Servicos Souza e Cia,10000348000136,MEI,BAURU,15,Olivia Prado,Comercio e Servicos,Participante,0,0,,,0,0,0,
349,Construtora Norte S.A.,10000349000143,MEI,SOROCABA,10,Joao Pedro,Turismo e Agronegocio,Concluinte,1,0,Plano A - Crescimento,,1,1,0,
350,Tecnologia Souza ME,10000350000150,ME,MARILIA,4,Diego Alves,Atendimento ao Cliente,Participante,0,0,,,0,0,0,
351,Alimentos Silva S.A.,10000351000157,MEI,SAO CARLOS,13,Mariana Teles,Consultoria Especializada,Sem atendimento,0,0,,,0,0,1,14.62
352,Alimentos Norte ME,10000352000164,MEI,SAO JOSE DO RIO PRETO,7,Giovana Melo,Sustentabilidade,Sem atendimento,0,0,,,0,0,1,11.57
353,Transportes Oeste e Cia,10000353000171,ME,SOROCABA,15,Olivia Prado,Comercio e Servicos,Concluinte,1,0,Plano D - Sustentabilidade,,1,1,1,15.71
354,Distribuidora Central ME,10000354000178,ME,RIBEIRAO PRETO,5,Elisa Rocha,Empreendedorismo Cultural,Sem atendimento,0,0,,,0,0,0,
